*2025/09/10/00:00 업데이트

OUI		OUI(:)		OUI(소문자)	OUI(:소문자)			제조사
------------------------------------------------------------------------------------------------------------------------------------------
AC-91-9B   	AC:91:9B   	ac-91-9b   	ac:91:9b   			Wistron Neweb Corporation
E0-3C-1C   	E0:3C:1C   	e0-3c-1c   	e0:3c:1c   			IEEE Registration Authority
00-09-93   	00:09:93   	00-09-93   	00:09:93   			Visteon Corporation
EC-41-CA   	EC:41:CA   	ec-41-ca   	ec:41:ca   			Shenzhen TecAnswer Technology co.,ltd
14-84-77   	14:84:77   	14-84-77   	14:84:77   			New H3C Technologies Co., Ltd
14-96-2D   	14:96:2D   	14-96-2d   	14:96:2d   			New H3C Technologies Co., Ltd
C4-A6-4E   	C4:A6:4E   	c4-a6-4e   	c4:a6:4e   			Quectel Wireless Solutions Co.,Ltd.
70-66-B9   	70:66:B9   	70-66-b9   	70:66:b9   			Huawei Device Co., Ltd.
C4-A1-AE   	C4:A1:AE   	c4-a1-ae   	c4:a1:ae   			Huawei Device Co., Ltd.
48-6F-33   	48:6F:33   	48-6f-33   	48:6f:33   			KYUNGWOO.SYSTEM, INC.
44-20-63   	44:20:63   	44-20-63   	44:20:63   			Continental Automotive Technologies GmbH
08-61-95   	08:61:95   	08-61-95   	08:61:95   			Rockwell Automation
24-BB-C9   	24:BB:C9   	24-bb-c9   	24:bb:c9   			Shenzhen SuperElectron Technology Co.,Ltd.
00-00-BC   	00:00:BC   	00-00-bc   	00:00:bc   			Rockwell Automation
FC-D7-49   	FC:D7:49   	fc-d7-49   	fc:d7:49   			Amazon Technologies Inc.
A8-71-16   	A8:71:16   	a8-71-16   	a8:71:16   			Earda Technologies co Ltd
E8-EB-DD   	E8:EB:DD   	e8-eb-dd   	e8:eb:dd   			Guangzhou Qingying Acoustics Technology Co., Ltd
54-8C-81   	54:8C:81   	54-8c-81   	54:8c:81   			Hangzhou Hikvision Digital Technology Co.,Ltd.
24-48-45   	24:48:45   	24-48-45   	24:48:45   			Hangzhou Hikvision Digital Technology Co.,Ltd.
74-EE-8D   	74:EE:8D   	74-ee-8d   	74:ee:8d   			Apollo Intelligent Connectivity (Beijing) Technology Co., Ltd.
D8-58-C6   	D8:58:C6   	d8-58-c6   	d8:58:c6   			Katch Asset Tracking Pty Limited 
2C-C6-A0   	2C:C6:A0   	2c-c6-a0   	2c:c6:a0   			Lumacron Technology Ltd.
EC-C8-9C   	EC:C8:9C   	ec-c8-9c   	ec:c8:9c   			Hangzhou Hikvision Digital Technology Co.,Ltd.
8C-E7-48   	8C:E7:48   	8c-e7-48   	8c:e7:48   			Hangzhou Hikvision Digital Technology Co.,Ltd.
24-28-FD   	24:28:FD   	24-28-fd   	24:28:fd   			Hangzhou Hikvision Digital Technology Co.,Ltd.
AC-B9-2F   	AC:B9:2F   	ac-b9-2f   	ac:b9:2f   			Hangzhou Hikvision Digital Technology Co.,Ltd.
D4-E8-53   	D4:E8:53   	d4-e8-53   	d4:e8:53   			Hangzhou Hikvision Digital Technology Co.,Ltd.
24-0F-9B   	24:0F:9B   	24-0f-9b   	24:0f:9b   			Hangzhou Hikvision Digital Technology Co.,Ltd.
C0-6D-ED   	C0:6D:ED   	c0-6d-ed   	c0:6d:ed   			Hangzhou Hikvision Digital Technology Co.,Ltd.
24-32-AE   	24:32:AE   	24-32-ae   	24:32:ae   			Hangzhou Hikvision Digital Technology Co.,Ltd.
E0-BA-AD   	E0:BA:AD   	e0-ba-ad   	e0:ba:ad   			Hangzhou Hikvision Digital Technology Co.,Ltd.
E0-CA-3C   	E0:CA:3C   	e0-ca-3c   	e0:ca:3c   			Hangzhou Hikvision Digital Technology Co.,Ltd.
DC-07-F8   	DC:07:F8   	dc-07-f8   	dc:07:f8   			Hangzhou Hikvision Digital Technology Co.,Ltd.
64-DB-8B   	64:DB:8B   	64-db-8b   	64:db:8b   			Hangzhou Hikvision Digital Technology Co.,Ltd.
94-E1-AC   	94:E1:AC   	94-e1-ac   	94:e1:ac   			Hangzhou Hikvision Digital Technology Co.,Ltd.
58-03-FB   	58:03:FB   	58-03-fb   	58:03:fb   			Hangzhou Hikvision Digital Technology Co.,Ltd.
44-47-CC   	44:47:CC   	44-47-cc   	44:47:cc   			Hangzhou Hikvision Digital Technology Co.,Ltd.
98-DF-82   	98:DF:82   	98-df-82   	98:df:82   			Hangzhou Hikvision Digital Technology Co.,Ltd.
